ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
TREX,Long,PULLBACK,T1-STRONG_LONG,100,46.12,43.9798,50.4004,,2.0,2.1402,48.88,5.6,APPROACH,5,5,"10m,15m,1d,30m,5m",46.12,45.34,HIGHWAY,EXCITED,4.21,126339171.0,1.2,1.0,0.0,0.0,9.2,42.0,8.0,103.24,HIGH,0.02,45.73,45.34,46.12,1.7,PREMIUM,MID,2465,7,1596,99.9,A,,,,False,2.4017785714285718,0.89,N/A,
GLUE,Long,PULLBACK,T1-STRONG_LONG,100,19.37,18.1099,21.8902,20.855,2.0,1.2601,20.85,7.1,WAITING,3,3,"1h,30m,4h",19.37,18.67,OPEN_ROAD,EXCITED,0.73,21104902.0,1.8,1.6,0.0,1.0,23.7,42.0,8.0,53.0,HIGH,0.04,20.855,20.71,21.0,1.4,MID,DISCOUNT,885,10,430,3.4,C,,,,False,1.3456999999999995,0.94,N/A,
ARQT,Long,BOUNCE,T1-STRONG_LONG,100,27.37,25.3665,31.3771,,2.0,2.0035,27.37,1.0,CLOSE,7,6,"10m,15m,1h,30m,4h,5m",27.1001,26.151,HIGHWAY,EXCITED,4.88,101211807.0,1.2,1.0,0.0,1.0,10.7,35.0,8.0,92.57,HIGH,0.02,26.365,26.27,26.46,0.7,PREMIUM,PREMIUM,869,8,563,12.7,A,,,,False,1.2249928571428577,1.64,N/A,
PCVX,Long,PULLBACK,T3-LONG_WATCH,75,53.87,49.1499,63.3102,,2.0,4.7201,53.87,4.5,APPROACH,1,1,1d,51.44,50.67,OPEN_ROAD,EXCITED,1.92,218452415.0,1.4,1.1,0.0,0.0,11.1,33.0,8.0,132.05,HIGH,0.02,51.92,51.96,51.88,-0.2,FLAT,FLAT,1229,8,837,6.4,B,,,,False,2.261414285714284,2.09,N/A,
TEX,Long,BOUNCE,T1-STRONG_LONG,100,70.1,64.8154,80.6692,,2.0,5.2846,70.1,1.3,CLOSE,5,4,"15m,1d,1h,4h",69.17,66.82,HIGHWAY,EXCITED,1.07,152530338.0,1.5,1.6,0.0,0.0,10.8,51.0,8.0,112.73,HIGH,0.02,68.075,67.94,68.21,0.4,FLAT,FLAT,4841,10,2313,99.9,A,,,,False,3.1300000000000003,1.69,N/A,
HNGE,Long,BREAKOUT,T1-STRONG_LONG,75,70.56,68.2686,75.1428,71.185,2.0,2.2914,70.56,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,0.98,,,,,,,,,,MED,0.05,71.185,70.38,71.99,2.3,DISCOUNT,DISCOUNT,3281,13,1626,99.9,A,False,1.0,True,False,3.6406357142857138,0.63,N/A,
IMMX,Long,PULLBACK,T1-STRONG_LONG,100,9.09,8.5496,10.1708,9.95,2.0,0.5404,10.04,9.5,WAITING,1,1,4h,9.09,8.814,HIGHWAY,EXCITED,3.57,58882852.0,1.1,1.0,0.0,1.0,21.7,29.0,8.0,43.4,MED,0.04,9.95,9.91,9.99,0.8,PREMIUM,DISCOUNT,314,11,146,99.9,A,,,,True,0.7467857142857142,0.72,N/A,
CRNX,Long,BOUNCE,T2-LONG,100,36.18,34.3186,39.9028,,2.0,1.8614,36.18,0.2,CLOSE,4,2,"1h,4h",36.09,35.38,OPEN_ROAD,EXCITED,1.7,32130262.0,1.6,1.1,0.0,0.0,8.3,25.0,8.0,95.58,HIGH,0.02,36.155,35.91,36.4,1.4,MID,DISCOUNT,448,7,117,4.5,B,,,,False,1.6558857142857133,1.12,N/A,
LIND,Long,PULLBACK,T1-STRONG_LONG,100,24.65,23.3188,27.3124,26.015,2.0,1.3312,26.98,8.6,WAITING,1,1,1d,24.65,24.04,HIGHWAY,EXCITED,1.9,86055729.0,1.8,1.3,0.0,0.0,16.4,65.0,8.0,49.57,MED,0.03,26.015,25.77,26.26,1.9,PREMIUM,DISCOUNT,2717,14,910,99.9,A,,,,False,1.2327500000000005,1.08,N/A,
EPC,Long,PULLBACK,T1-STRONG_LONG,100,25.22,21.47,32.72,26.145,2.0,3.75,26.58,5.1,APPROACH,4,4,"1d,1h,30m,4h",25.22,22.72,HIGHWAY,EXCITED,3.14,594929395.0,1.4,2.0,0.0,1.0,23.2,41.0,8.0,41.31,MED,0.04,26.145,26.22,26.07,-0.6,PREMIUM,DISCOUNT,2353,8,1130,99.9,A,,,,False,1.39165,2.69,N/A,
RGEN,Long,PULLBACK,T1-STRONG_LONG,100,127.175,122.5789,142.11,127.28,3.2,4.5961,138.4,8.1,WAITING,4,4,"10m,15m,30m,5m",127.175,126.37,HIGHWAY,EXCITED,1.32,13110230.0,1.4,1.0,0.0,0.0,12.4,27.0,8.0,53.36,HIGH,0.03,127.28,126.37,128.19,1.4,PREMIUM,DISCOUNT,4264,7,3850,2.7,C,,,,False,6.566721428571431,0.7,N/A,
SNDA,Long,BOUNCE,T1-STRONG_LONG,100,38.58,35.4632,44.8136,,2.0,3.1168,38.58,2.2,CLOSE,6,6,"10m,1d,1h,30m,4h,5m",37.7265,36.56,HIGHWAY,EXCITED,3.05,41114878.0,1.9,1.1,0.0,1.0,16.8,20.0,8.0,28.7,MED,0.05,36.66,36.64,36.68,0.1,FLAT,FLAT,628,5,297,99.9,A,,,,False,1.6545214285714296,1.88,N/A,
MMED,Long,BOUNCE,T1-STRONG_LONG,82,14.13,13.3278,15.7344,,2.0,0.8022,14.13,1.3,CLOSE,4,4,"10m,15m,30m,5m",13.95,13.74,OPEN_ROAD,EXCITED,0.78,1508442.0,1.1,0.7,0.0,1.0,11.9,36.0,8.0,28.0,MED,0.04,13.855,13.74,13.97,1.7,PREMIUM,MID,493,4,313,2.3,C,,,,True,0.897757142857143,0.89,N/A,
FCUV,Long,PULLBACK,T3-LONG_WATCH,100,4.13,3.7837,4.8226,,2.0,0.3463,4.42,6.6,APPROACH,7,2,"1m,5m",4.13,3.9007,HIGHWAY,WAITING,6.47,148933.0,0.3,6.5,11312633.0,1.0,302.2,49.0,8.0,0.39,NANO,2.7,3.915,4.11,3.72,-9.5,PREMIUM,PREMIUM,410,13,305,117.9,A,,,,True,0.956392857142857,0.36,N/A,
BB,Long,BREAKOUT,T1-STRONG_LONG,77,8.87,8.1695,10.271,8.89,2.0,0.7005,8.62,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,1.78,,,,,,,,,,MEGA,0.07,8.89,8.82,8.96,1.6,DISCOUNT,DISCOUNT,352,15,168,13.0,A,False,0.9,True,True,0.7714214285714286,0.91,N/A,
FMFC,Long,BOUNCE,T2-LONG,100,0.324,0.2641,0.4438,,2.0,0.0599,0.324,1.4,CLOSE,5,4,"15m,1h,1m,4h",0.3194,0.3141,OPEN_ROAD,EXCITED,4.95,0.0,19.2,6.4,4912738.0,1.0,97.6,38.0,8.0,8.32,LOW,14.95,0.2546,0.25,0.2593,3.7,PREMIUM,PREMIUM,20,7,2,3.6,D,,,,False,0.05711428571428571,1.05,N/A,
BSY,Long,BREAKOUT,T3-LONG_WATCH,64,28.75,27.7032,30.8436,,2.0,1.0468,28.66,0.0,INSIDE,2,2,,,,HIGHWAY,EXCITED,1.54,,,,,,,,,,HIGH,0.03,28.35,28.42,28.28,-0.5,FLAT,FLAT,0,0,0,3.7,D,False,1.4,True,False,1.244335714285715,0.84,N/A,
STN,Long,BOUNCE,T3-LONG_WATCH,95,69.45,65.6205,77.109,,2.0,3.8295,69.45,0.7,CLOSE,3,2,"1h,4h",68.995,67.65,OPEN_ROAD,EXCITED,1.61,27578772.0,1.9,1.8,0.0,1.0,7.3,21.0,8.0,113.76,HIGH,0.01,68.155,68.1,68.21,0.2,FLAT,FLAT,219,1,39,5.6,D,,,,False,2.1096428571428567,1.82,N/A,
STNE,Long,BOUNCE,T1-STRONG_LONG,88,10.82,10.282,11.896,,2.0,0.538,10.82,0.2,CLOSE,7,6,"10m,15m,1d,1h,4h,5m",10.795,10.6,OPEN_ROAD,EXCITED,1.23,32539956.0,0.9,0.8,0.0,0.0,8.7,31.0,8.0,216.35,MEGA,0.02,10.7415,10.72,10.763,0.4,FLAT,FLAT,204,2,20,5.6,C,,,,True,0.43185714285714305,1.25,N/A,
EFX,Long,BOUNCE,T2-LONG,69,157.61,147.9541,176.9218,,2.0,9.6559,157.61,1.5,CLOSE,3,3,"1h,4h,5m",155.23,152.53,OPEN_ROAD,EXCITED,0.85,161657948.0,1.1,1.0,0.0,1.0,10.9,14.0,8.0,118.56,HIGH,0.02,153.135,152.53,153.74,0.8,PREMIUM,PREMIUM,701,1,625,4.1,D,,,,False,6.473357142857144,1.49,N/A,
FRPT,Long,BOUNCE,T2-LONG,74,52.74,49.3924,59.4352,,2.0,3.3476,52.74,2.6,CLOSE,3,3,"1h,30m,4h",51.38,50.92,OPEN_ROAD,EXCITED,0.58,16045509.0,0.9,1.1,0.0,0.0,14.7,25.0,8.0,48.19,MED,0.03,53.395,53.37,53.42,0.1,FLAT,FLAT,224,1,210,2.5,D,,,,False,2.8539714285714273,1.17,N/A,
PPC,Long,BOUNCE,T2-LONG,100,27.56,25.8311,31.0178,,2.0,1.7289,27.56,1.1,CLOSE,4,4,"1d,1h,30m,4h",27.25,26.63,OPEN_ROAD,EXCITED,0.88,63860238.0,0.7,1.0,0.0,1.0,9.5,50.0,8.0,42.23,MED,0.03,27.525,27.72,27.33,-1.4,MID,DISCOUNT,272,1,77,4.0,D,,,,False,1.0705714285714294,1.61,N/A,
BILL,Long,BOUNCE,T3-LONG_WATCH,54,33.46,31.0012,38.3776,,2.0,2.4588,33.46,1.9,CLOSE,4,2,"1h,4h",32.83,31.96,OPEN_ROAD,EXCITED,0.81,49714361.0,0.8,0.9,0.0,0.0,10.1,27.0,8.0,88.87,HIGH,0.03,32.145,32.29,32.0,-0.9,PREMIUM,PREMIUM,136,1,136,3.7,D,,,,False,1.6905714285714297,1.45,N/A,
WIX,Long,BOUNCE,T2-LONG,74,42.6,40.4684,46.8632,,2.0,2.1316,42.6,1.9,CLOSE,3,3,"15m,1h,4h",41.81,41.72,OPEN_ROAD,EXCITED,1.16,9097933.0,0.7,0.7,0.0,0.0,12.6,45.0,8.0,29.48,MED,0.05,40.32,40.43,40.21,-0.5,PREMIUM,PREMIUM,121,1,121,4.2,D,,,,False,2.9647928571428572,0.72,N/A,
TRI,Long,BOUNCE,T2-LONG,100,80.98,74.3117,94.3166,,2.0,6.6683,80.98,2.5,CLOSE,4,4,"1d,1h,30m,4h",78.925,76.61,OPEN_ROAD,EXCITED,1.23,353889990.0,0.7,0.9,0.0,1.0,8.2,28.0,8.0,127.4,HIGH,0.01,80.415,80.71,80.12,-0.7,PREMIUM,DISCOUNT,1301,1,412,4.7,D,,,,False,3.1982357142857145,2.08,N/A,
TRU,Long,BOUNCE,T2-LONG,100,68.0,62.4971,79.0058,,2.0,5.5029,68.0,1.3,CLOSE,9,7,"10m,15m,1d,1h,30m,4h,5m",67.1,64.43,OPEN_ROAD,EXCITED,1.1,571032212.0,1.2,1.2,0.0,1.0,11.0,28.0,8.0,191.49,HIGH,0.02,66.53,65.96,67.1,1.7,PREMIUM,DISCOUNT,1024,1,524,3.5,D,,,,False,2.7489285714285714,2.0,N/A,
