logged_at,trade_date,scanner,ticker,side,setup,entry,stop,target,shares,risk_dollars,gap_pct,gap_tier,stop_method,regime,spy_pct,conviction,fresh_bull_5m,path_target,path_score,rr,notes,setup_kind,bracket_pair_id,bracket_resolution,outcome,exit_px,pnl,outcome_set_at,forward_high,forward_low
2026-05-04T06:04:44,2026-05-04,abook,ESPR,LONG,MOO,3.11,3.0633,3.2033,2143,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=BOUNCE,,,,CLOSE,3.12,21.43,2026-05-04T13:59:56,3.12,3.11
2026-05-04T07:12:36,2026-05-04,intraday,PN,SHORT,FAILED-GAP-SHORT,5.2499,6.77,2.2097,65,100.0,101.05,PARABOLIC,PM high,FAVORABLE,-0.03,,,,,2.0,score=49359.01 relvol=697.82 float=2.54M,,,,CLOSE,5.45,-13.01,2026-05-04T13:59:56,5.96,4.61
2026-05-04T07:12:38,2026-05-04,intraday,BZAI,LONG,HOLDING-LONG,2.6299,2.1,3.6897,188,100.0,14.29,IN_BAND,PM low,FAVORABLE,-0.03,,,,,2.0,score=70.48 relvol=4.93 float=122.74M,,,,CLOSE,2.32,-58.26,2026-05-04T13:59:57,2.82,2.32
2026-05-04T07:12:54,2026-05-04,intraday,CLNN,SHORT,FAILED-GAP-SHORT,6.82,6.9223,6.6154,977,100.0,21.58,STRETCHED,fixed-%-fallback,FAVORABLE,-0.03,,,,,2.0,score=2476.65 relvol=163.95 float=11.78M,,,,TARGET,6.6154,199.89,2026-05-04T13:59:57,8.67,6.31
2026-05-04T07:12:56,2026-05-04,intraday,CRE,LONG,HOLDING-LONG,2.86,2.31,3.96,181,100.0,14.94,IN_BAND,PM low,FAVORABLE,-0.03,,,,,2.0,score=5795.37 relvol=387.97 float=2.01M,,,,TARGET,3.96,199.1,2026-05-04T13:59:58,4.84,2.51
2026-05-04T07:12:57,2026-05-04,intraday,CRML,LONG,HOLDING-LONG,13.1502,12.17,15.1106,102,100.0,5.51,IN_BAND,PM low,FAVORABLE,-0.03,,,,,2.0,score=5.51 relvol=None float=132.23M,,,,CLOSE,12.89,-26.54,2026-05-04T13:59:58,13.96,12.8
2026-05-04T07:12:59,2026-05-04,intraday,ELPW,LONG,HOLDING-LONG,6.23,4.42,9.85,55,100.0,3.17,IN_BAND,PM low,FAVORABLE,-0.03,,,,,2.0,score=5.78 relvol=1.83 float=1.41M,,,,TARGET,9.85,199.1,2026-05-04T13:59:59,10.2,5.82
2026-05-04T07:13:01,2026-05-04,intraday,ULCC,SHORT,FAILED-GAP-SHORT,4.245,4.36,4.015,869,100.0,8.25,IN_BAND,PM high,FAVOR,,,,,,,,,,,TARGET,4.015,199.87,2026-05-04T23:40:37,4.35,4.0
2026-05-05T06:02:27,2026-05-05,abook,FNMA,LONG,MOO,8.68,8.5498,8.9404,768,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=BOUNCE,,,,STOP,8.5498,-99.99,2026-05-05T23:40:21,8.54,8.0
2026-05-05T06:02:27,2026-05-05,abook,MLYS,LONG,MOO,27.575,27.1614,28.4022,241,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=93 mode=PULLBACK,,,,TARGET,28.4022,199.36,2026-05-05T23:40:21,29.74,28.47
2026-05-05T06:02:28,2026-05-05,abook,OLED,LONG,MOO,96.56,95.1116,99.4568,69,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=85 mode=PULLBACK,,,,TARGET,99.4568,199.88,2026-05-05T23:40:22,101.55,96.395
2026-05-05T06:02:28,2026-05-05,abook,LNAI,LONG,MOO,0.3246,0.3197,0.3343,20538,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=62 mode=PULLBACK,,,,STOP,0.3197,-100.64,2026-05-05T23:40:22,0.333,0.282
2026-05-05T06:02:28,2026-05-05,abook,TPG,LONG,MOO,45.03,44.3546,46.3809,148,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=89 mode=BOUNCE,,,,TARGET,46.3809,199.93,2026-05-05T23:40:23,46.89,45.1
2026-05-05T06:02:29,2026-05-05,abook,CIFR,LONG,MOO,17.89,17.6216,18.4267,372,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=91 mode=BOUNCE,,,,TARGET,18.4267,199.65,2026-05-05T23:40:23,22.17,18.91
2026-05-05T06:02:31,2026-05-05,abook,FNMA,LONG,MOO,8.68,8.5498,8.9404,768,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=BOUNCE,,,,STOP,8.5498,-99.99,2026-05-05T23:40:21,8.54,8.0
2026-05-05T06:02:31,2026-05-05,abook,MLYS,LONG,MOO,27.575,27.1614,28.4022,241,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=93 mode=PULLBACK,,,,TARGET,28.4022,199.36,2026-05-05T23:40:21,29.74,28.47
2026-05-05T06:02:31,2026-05-05,abook,OLED,LONG,MOO,96.56,95.1116,99.4568,69,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=85 mode=PULLBACK,,,,TARGET,99.4568,199.88,2026-05-05T23:40:22,101.55,96.395
2026-05-05T06:02:32,2026-05-05,abook,LNAI,LONG,MOO,0.3246,0.3197,0.3343,20538,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=62 mode=PULLBACK,,,,STOP,0.3197,-100.64,2026-05-05T23:40:22,0.333,0.282
2026-05-05T06:02:32,2026-05-05,abook,TPG,LONG,MOO,45.03,44.3546,46.3809,148,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=89 mode=BOUNCE,,,,TARGET,46.3809,199.93,2026-05-05T23:40:23,46.89,45.1
2026-05-05T06:02:33,2026-05-05,abook,CIFR,LONG,MOO,17.89,17.6216,18.4267,372,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=91 mode=BOUNCE,,,,TARGET,18.4267,199.65,2026-05-05T23:40:23,22.17,18.91
2026-05-05T06:02:39,2026-05-05,momentum,SDOT,LONG,MOO_GENESIS,0.5388,0.5307,0.555,12373,100.0,148.98,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=154.9x pm_vol=193438062,,,,TARGET,0.555,200.44,2026-05-05T23:40:24,0.59,0.46
2026-05-05T06:02:42,2026-05-05,momentum,CLRB,LONG,MOO_GENESIS,4.4197,4.3534,4.5523,1508,100.0,154.42,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=145204.7x pm_vol=32138640,,,,STOP,4.3534,-99.98,2026-05-05T23:40:24,4.07,3.11
2026-05-05T06:02:44,2026-05-05,momentum,DGXX,LONG,MOO_GENESIS,5.76,5.6736,5.9328,1157,100.0,84.81,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1065.8x pm_vol=42006485,,,,STOP,5.6736,-99.96,2026-05-05T23:40:25,5.68,4.71
2026-05-05T06:02:46,2026-05-05,momentum,MASK,LONG,MOO_GENESIS,1.97,1.9405,2.0291,3384,100.0,84.83,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1611.3x pm_vol=19355279,,,,STOP,1.9405,-99.83,2026-05-05T23:40:25,2.56,1.82
2026-05-05T06:02:47,2026-05-05,momentum,CYAB,LONG,MOO_GENESIS,0.7506,0.7393,0.7731,8881,100.0,60.0,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=347.8x pm_vol=16238900,,,,STOP,0.7393,-100.36,2026-05-05T23:40:26,0.669,0.5726
2026-05-05T06:02:48,2026-05-05,momentum,BDRX,LONG,MOO_GENESIS,3.64,3.5854,3.7492,1831,100.0,80.13,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=8246.1x pm_vol=15067193,,,,TARGET,3.7492,199.95,2026-05-05T23:40:26,4.65,3.63
2026-05-05T06:02:50,2026-05-05,momentum,SOWG,LONG,MOO_GENESIS,1.45,1.4283,1.4935,4597,100.0,40.9,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=3115.4x pm_vol=9362541,,,,TARGET,1.4935,199.97,2026-05-05T23:40:27,1.65,1.38
2026-05-05T06:02:56,2026-05-05,momentum,TLIH,LONG,MOO_GENESIS,4.01,3.9498,4.1303,1662,100.0,52.17,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=21.6x pm_vol=2958664,,,,TARGET,4.1303,199.94,2026-05-05T23:40:27,4.65,3.8402
2026-05-05T06:02:58,2026-05-05,momentum,BLZE,LONG,MOO_GENESIS,6.7,6.5995,6.901,995,100.0,50.22,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1667.8x pm_vol=2796949,,,,TARGET,6.901,199.99,2026-05-05T23:40:28,8.07,7.15
2026-05-05T06:03:05,2026-05-05,momentum,CYTK,LONG,MOO_GENESIS,81.0,79.785,83.43,82,100.0,41.57,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1573.6x pm_vol=2871840,,,,STOP,79.785,-99.63,2026-05-05T23:40:28,80.2,75.81
2026-05-05T06:03:07,2026-05-05,momentum,GRAB,LONG,MOO_GENESIS,3.87,3.8119,3.9861,1722,100.0,7.18,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=3.5x pm_vol=2073833,,,,STOP,3.8119,-100.05,2026-05-05T23:40:29,3.75,3.59
2026-05-05T06:03:09,2026-05-05,momentum,WAI,LONG,MOO_GENESIS,1.68,1.6548,1.7304,3968,100.0,63.79,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=905.2x pm_vol=2014548,,,,TARGET,1.7304,199.99,2026-05-05T23:40:30,1.86,1.69
2026-05-05T06:03:12,2026-05-05,momentum,ABCL,LONG,MOO_GENESIS,5.2139,5.1357,5.3703,1278,100.0,15.25,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=8.1x pm_vol=2162437,,,,STOP,5.1357,-99.94,2026-05-05T23:40:30,4.86,4.57
2026-05-05T06:03:16,2026-05-05,momentum,VRDN,LONG,MOO_GENESIS,18.5,18.2225,19.055,360,100.0,77.81,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=166.9x pm_vol=3424896,,,,STOP,18.2225,-99.9,2026-05-05T23:40:31,18.94,17.42
2026-05-05T06:03:19,2026-05-05,momentum,PINS,LONG,MOO_GENESIS,24.58,24.2113,25.3174,271,100.0,18.71,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=69.7x pm_vol=1629499,,,,STOP,24.2113,-99.92,2026-05-05T23:40:31,23.87,22.065
2026-05-05T06:03:21,2026-05-05,momentum,CIFR,LONG,MOO_GENESIS,18.35,18.0748,18.9005,363,100.0,8.44,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=4.1x pm_vol=1470865,,,,TARGET,18.9005,199.83,2026-05-05T23:40:23,22.17,18.91
2026-05-05T06:03:22,2026-05-05,momentum,VEEE,LONG,MOO_GENESIS,6.035,5.9445,6.2161,1104,100.0,59.8,PARABOLIC,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=333.9x pm_vol=2205723,,,,STOP,5.9445,-99.91,2026-05-05T23:40:32,7.0,5.12
2026-05-05T06:03:24,2026-05-05,momentum,VBIO,LONG,MOO_GENESIS,1.0309,1.0154,1.0618,6466,100.0,22.49,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=50.8x pm_vol=1634600,,,,STOP,1.0154,-100.22,2026-05-05T23:40:32,1.05,0.93
2026-05-05T06:03:25,2026-05-05,momentum,PYPL,LONG,MOO_GENESIS,45.28,44.6008,46.6384,147,100.0,4.19,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=63.6x pm_vol=3635664,,,,TARGET,46.6384,199.68,2026-05-05T23:40:32,46.715,45.02
2026-05-05T06:03:35,2026-05-05,momentum,ELPW,LONG,MOO_GENESIS,7.28,7.1708,7.4984,915,100.0,9.96,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=4.8x pm_vol=481266,,,,TARGET,7.4984,199.84,2026-05-05T23:40:33,8.35,5.7801
2026-05-05T06:03:38,2026-05-05,momentum,CRCL,LONG,MOO_GENESIS,124.9,123.0265,128.647,53,100.0,6.31,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=3.4x pm_vol=1782119,,,,STOP,123.0265,-99.3,2026-05-05T23:40:34,118.5,112.45
2026-05-05T06:03:54,2026-05-05,momentum,KOPN,LONG,MOO_GENESIS,4.97,4.8954,5.1191,1341,100.0,12.3,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=3.8x pm_vol=1066426,,,,STOP,4.8954,-100.04,2026-05-05T23:40:34,4.9,4.35
2026-05-05T06:04:09,2026-05-05,momentum,SHLS,LONG,MOO_GENESIS,9.56,9.4166,9.8468,697,100.0,23.82,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=23.0x pm_vol=316336,,,,STOP,9.4166,-99.95,2026-05-05T23:40:35,8.61,7.79
2026-05-05T06:04:26,2026-05-05,momentum,DOCN,LONG,MOO_GENESIS,129.99,128.0402,133.8897,51,100.0,21.76,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=59.2x pm_vol=950379,,,,TARGET,133.8897,198.88,2026-05-05T23:40:35,153.47,142.13
2026-05-05T06:05:03,2026-05-05,momentum,PDYN,LONG,MOO_GENESIS,6.02,5.9297,6.2006,1107,100.0,6.9,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=12.1x pm_vol=513909,,,,STOP,5.9297,-99.96,2026-05-05T23:40:36,6.15,5.919
2026-05-05T06:09:00,2026-05-05,short,CYAB,SHORT,SHORT_GENESIS_9_33,0.7427,0.7501,0.7278,13464,100.0,-14.81,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,"relvol=348.8x pm_vol=16286743 borrow=EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",,,,TARGET,0.7278,200.61,2026-05-05T23:40:26,0.74,0.5726
2026-05-05T06:09:03,2026-05-05,short,SOWG,SHORT,SHORT_GENESIS_9_33,1.43,1.4443,1.4014,6993,100.0,-21.59,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,"relvol=3140.6x pm_vol=9438125 borrow=EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",,,,STOP,1.4443,-100.0,2026-05-05T23:40:27,1.65,1.38
2026-05-05T06:09:10,2026-05-05,short,PLTR,SHORT,SHORT_GENESIS_9_33,144.79,146.2379,141.8942,69,100.0,-3.99,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=2.7x pm_vol=3947158 borrow=LOW,,,,TARGET,141.8942,199.81,2026-05-05T23:40:37,142.98,134.72
2026-05-05T06:09:17,2026-05-05,short,CYTK,SHORT,SHORT_GENESIS_9_33,82.2,83.022,80.556,121,100.0,-12.19,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1584.9x pm_vol=2892446 borrow=LOW,,,,TARGET,80.556,198.92,2026-05-05T23:40:28,80.2,75.63
2026-05-05T06:09:22,2026-05-05,short,WAI,SHORT,SHORT_GENESIS_9_33,1.66,1.6766,1.6268,6024,100.0,-29.31,STRETCHED,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=909.6x pm_vol=2024278 borrow=HIGH (low-priced low-float — verify locate before entering),,,,STOP,1.6766,-100.0,2026-05-05T23:40:30,1.86,1.65
2026-05-05T06:09:33,2026-05-05,short,VEEE,SHORT,SHORT_GENESIS_9_33,5.96,6.0196,5.8408,1677,100.0,-5.27,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=334.4x pm_vol=2208684 borrow=LOW,,,,STOP,6.0196,-99.95,2026-05-05T23:40:32,7.0,5.0
2026-05-05T06:09:35,2026-05-05,short,VBIO,SHORT,SHORT_GENESIS_9_33,1.0699,1.0806,1.0485,9346,100.0,-4.44,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,"relvol=51.0x pm_vol=1642492 borrow=EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",,,,TARGET,1.0485,200.0,2026-05-05T23:40:32,1.05,0.9201
2026-05-05T06:09:37,2026-05-05,short,PYPL,SHORT,SHORT_GENESIS_9_33,45.36,45.8136,44.4528,220,100.0,-10.8,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=70.5x pm_vol=4030318 borrow=LOW,,,,STOP,45.8136,-99.79,2026-05-05T23:40:33,46.715,44.74
2026-05-05T06:09:57,2026-05-05,short,SKK,SHORT,SHORT_GENESIS_9_33,7.51,7.5851,7.3598,1331,100.0,-46.43,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=1147.9x pm_vol=1497243 borrow=LOW,,,,TARGET,7.3598,199.92,2026-05-05T23:40:37,7.62,4.5101
2026-05-05T06:10:04,2026-05-05,short,PUMP,SHORT,SHORT_GENESIS_9_33,16.74,16.9074,16.4052,597,100.0,-3.26,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=42.6x pm_vol=2427120 borrow=LOW,,,,STOP,16.9074,-99.94,2026-05-05T23:40:38,17.27,16.51
2026-05-05T06:10:29,2026-05-05,short,BRBR,SHORT,SHORT_GENESIS_9_33,12.0,12.12,11.76,833,100.0,-37.79,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=39.2x pm_vol=667146 borrow=LOW,,,,TARGET,11.76,199.92,2026-05-05T23:40:38,11.69,9.215
2026-05-05T06:10:40,2026-05-05,short,DOCN,SHORT,SHORT_GENESIS_9_33,129.25,130.5425,126.665,77,100.0,-6.26,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=59.4x pm_vol=954728 borrow=LOW,,,,STOP,130.5425,-99.52,2026-05-05T23:40:35,153.47,138.0
2026-05-05T06:11:01,2026-05-05,short,WGS,SHORT,SHORT_GENESIS_9_33,36.9843,37.3541,36.2446,270,100.0,-45.75,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=834.4x pm_vol=583426 borrow=LOW,,,,STOP,37.3541,-99.85,2026-05-05T23:40:39,37.46,32.84
2026-05-05T06:11:19,2026-05-05,short,PDYN,SHORT,SHORT_GENESIS_9_33,6.015,6.0751,5.8947,1662,100.0,-9.51,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=12.2x pm_vol=519171 borrow=LOW,,,,STOP,6.0751,-99.89,2026-05-05T23:40:36,6.25,5.91
2026-05-06T05:48:41,2026-05-06,abook,CLVT,LONG,MOO,2.5602,2.5218,2.637,2603,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=64 mode=PULLBACK,,,,TARGET,2.637,199.91,2026-05-06T12:59:18,2.89,2.76
2026-05-06T05:48:42,2026-05-06,abook,WT,LONG,MOO,16.98,16.7253,17.4894,392,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,TARGET,17.4894,199.68,2026-05-06T12:59:19,19.145,18.78
2026-05-06T05:48:42,2026-05-06,abook,TRVI,LONG,MOO,14.66,14.4401,15.0998,454,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,STOP,14.4401,-99.83,2026-05-06T12:59:19,14.44,13.6514
2026-05-06T05:48:43,2026-05-06,abook,NOK,LONG,MOO,13.42,13.2187,13.8226,496,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=BOUNCE,,,,STOP,13.2187,-99.84,2026-05-06T12:59:20,13.445,13.01
2026-05-06T05:48:43,2026-05-06,abook,PLUG,LONG,MOO,3.32,3.2702,3.4196,2008,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,STOP,3.2702,-100.0,2026-05-06T12:59:20,3.33,3.22
2026-05-06T05:48:45,2026-05-06,abook,CLVT,LONG,MOO,2.5602,2.5218,2.637,2603,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=64 mode=PULLBACK,,,,TARGET,2.637,199.91,2026-05-06T12:59:18,2.89,2.76
2026-05-06T05:48:46,2026-05-06,abook,WT,LONG,MOO,16.98,16.7253,17.4894,392,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,TARGET,17.4894,199.68,2026-05-06T12:59:19,19.145,18.78
2026-05-06T05:48:46,2026-05-06,abook,TRVI,LONG,MOO,14.66,14.4401,15.0998,454,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,STOP,14.4401,-99.83,2026-05-06T12:59:19,14.44,13.6514
2026-05-06T05:48:46,2026-05-06,abook,NOK,LONG,MOO,13.42,13.2187,13.8226,496,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=BOUNCE,,,,STOP,13.2187,-99.84,2026-05-06T12:59:20,13.445,13.01
2026-05-06T05:48:47,2026-05-06,abook,PLUG,LONG,MOO,3.32,3.2702,3.4196,2008,100.0,0.0,,FIXED,FAVORABLE,0.0,,,,,2.0,abook_rank fem=100 mode=PULLBACK,,,,STOP,3.2702,-100.0,2026-05-06T12:59:20,3.33,3.22
2026-05-06T05:49:43,2026-05-06,momentum,OWL,LONG,MOO_GENESIS,10.88,10.7168,11.2064,612,100.0,3.44,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=2.6x pm_vol=1103654,,,,STOP,10.7168,-99.88,2026-05-06T12:59:21,10.7299,10.345
2026-05-06T05:49:56,2026-05-06,momentum,SKK,LONG,MOO_GENESIS,6.05,5.9592,6.2315,1101,100.0,44.24,EXTREME,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=8.5x pm_vol=3860125,,,,TARGET,6.2315,199.83,2026-05-06T12:59:22,6.54,4.801
2026-05-06T05:50:02,2026-05-06,momentum,CORZ,LONG,MOO_GENESIS,23.77,23.4135,24.4831,280,100.0,12.66,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=6.2x pm_vol=806504,,,,TARGET,24.4831,199.67,2026-05-06T12:59:22,25.01,23.655
2026-05-06T05:50:08,2026-05-06,momentum,RXT,LONG,MOO_GENESIS,2.46,2.4231,2.5338,2710,100.0,4.08,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=3.4x pm_vol=289676,,,,STOP,2.4231,-100.0,2026-05-06T12:59:23,2.37,2.1501
2026-05-06T05:50:13,2026-05-06,momentum,SBET,LONG,MOO_GENESIS,7.82,7.7027,8.0546,852,100.0,4.74,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=2.7x pm_vol=250098,,,,STOP,7.7027,-99.94,2026-05-06T12:59:23,7.88,7.635
2026-05-06T05:52:32,2026-05-06,momentum,NVDA,LONG,MOO_GENESIS,200.35,197.3448,206.3605,33,100.0,3.16,IN_BAND,FIXED,FAVORABLE,0.0,,,,,2.0,relvol=2.1x pm_vol=7190703,,,,TARGET,206.3605,198.35,2026-05-06T12:59:24,208.05,202.91
