ticker,phase,score,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
FRMI,PRE_RECLAIM_WATCH,100.0,9.48,daily,log_regression,AT_UPPER,0.815,4,7.14,7.4,weekly,96.88,upper,10.2,True,False,27.11,27.11,3.27,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | tagging reload level upper | room back to recent high,not_yet_reclaimed
APP,ACTIVE_RECLAIM_WATCH,100.0,494.02,weekly,gap_topology,AT_LOWER,0.083,24,303.46,339.51,daily,98.72,nearest_support_gap_hi,490.34,True,True,25.91,25.91,0.12,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
BTDR,ACTIVE_RECLAIM_WATCH,100.0,16.56,1h,log_regression,AT_LOWER,0.128,9,14.65,14.955,weekly,98.11,lower,15.65,True,True,25.12,25.12,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | recent tag/reclaim of lower | room back to recent high,overhead_gap_too_close
FWRG,ACTIVE_RECLAIM_WATCH,100.0,12.85,1h,log_regression,MID,0.48,8,12.08,12.1,daily,85.29,nearest_support_gap_hi,12.1,True,True,23.97,23.97,0.16,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 23.97% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
CLSK,ACTIVE_RECLAIM_WATCH,100.0,15.56,daily,log_regression,AT_LOWER,0.305,2,10.76,11.235,daily,94.12,nearest_support_gap_hi,15.1,True,True,23.2,23.2,2.19,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | some bullish shelf support | high-genesis parent shelf | controlled pullback 23.2% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
MRVL,ACTIVE_RECLAIM_WATCH,100.0,269.225,daily,log_regression,MID,0.356,10,219.43,253.46,daily,100.0,nearest_support_gap_hi,266.49,True,True,22.53,22.53,0.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 22.53% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
CHYM,ACTIVE_RECLAIM_WATCH,100.0,20.255,1h,log_regression,MID,0.478,9,17.38,17.42,daily,93.55,nearest_support_gap_hi,20.07,True,True,22.19,22.19,1.11,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 22.19% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
TTAN,PRE_RECLAIM_WATCH,100.0,69.04,1h,log_regression,MID,0.636,14,63.4,63.78,daily,98.04,nearest_support_gap_hi,68.93,True,False,21.8,21.8,0.2,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 21.8% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
FPS,ACTIVE_RECLAIM_WATCH,100.0,55.02,daily,log_regression,AT_LOWER,0.125,13,47.9,50.0,weekly,100.0,nearest_support_gap_hi,53.38,True,True,21.57,21.57,0.25,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 21.57% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
MCHP,ACTIVE_RECLAIM_WATCH,100.0,88.09,daily,log_regression,AT_LOWER,0.303,19,82.48,85.775,daily,97.44,nearest_support_gap_hi,85.775,True,True,20.23,20.23,0.21,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 20.23% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
CIFR,ACTIVE_RECLAIM_WATCH,100.0,25.0898,daily,log_regression,MID,0.438,7,23.1,23.315,weekly,93.75,nearest_support_gap_hi,23.315,True,True,20.13,20.13,1.32,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 20.13% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
TTMI,ACTIVE_RECLAIM_WATCH,100.0,188.06,daily,log_regression,MID,0.562,13,140.46,158.22,daily,100.0,nearest_support_gap_hi,182.16,True,True,19.38,19.38,1.56,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 19.38% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
WULF,ACTIVE_RECLAIM_WATCH,100.0,25.045,daily,log_regression,MID,0.376,7,22.82,24.455,weekly,97.83,nearest_support_gap_hi,24.455,True,True,19.15,19.15,1.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 19.15% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
ANNX,ACTIVE_RECLAIM_WATCH,100.0,5.56,daily,log_regression,AT_LOWER,0.166,8,4.9,4.99,weekly,96.3,nearest_support_gap_hi,5.12,True,True,18.97,18.97,8.45,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.97% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,
SNDK,PRE_RECLAIM_WATCH,100.0,2012.99,daily,log_regression,AT_LOWER,0.3,10,1478.69,1535.21,weekly,98.91,nearest_support_gap_hi,2009.7,True,False,18.23,18.23,0.7,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.23% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
NUVB,ACTIVE_RECLAIM_WATCH,100.0,5.585,weekly,log_regression,MID,0.473,8,4.92,5.04,weekly,93.02,nearest_support_gap_hi,5.44,True,True,18.17,18.17,0.27,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.17% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
RLMD,ACTIVE_RECLAIM_WATCH,100.0,6.775,daily,log_regression,AT_LOWER,0.261,9,4.45,6.41,daily,100.0,nearest_support_gap_hi,6.59,True,True,18.08,18.08,0.22,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.08% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
NBIS,ACTIVE_RECLAIM_WATCH,100.0,254.4,daily,log_regression,AT_UPPER,0.844,7,180.42,203.845,daily,98.25,nearest_support_gap_hi,252.43,True,True,17.87,17.87,0.18,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.87% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
XLE,ACTIVE_RECLAIM_WATCH,100.0,53.86,daily,log_regression,AT_LOWER,0.189,24,45.65,46.67,weekly,98.25,nearest_support_gap_hi,52.5,True,True,17.82,17.82,0.01,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.82% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
WEN,ACTIVE_RECLAIM_WATCH,100.0,7.9712,15m,log_regression,MID,0.365,3,6.255,7.81,daily,100.0,nearest_support_gap_hi,7.81,True,True,17.8,17.8,2.87,OPTIONS_MISSING,ascending channel/control | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.8% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,
HUT,PRE_RECLAIM_WATCH,100.0,119.535,daily,log_regression,MID,0.624,11,80.51,101.57,daily,100.0,nearest_support_gap_hi,118.98,True,False,17.79,17.79,0.68,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.79% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
CORZ,ACTIVE_RECLAIM_WATCH,100.0,25.96,daily,log_regression,AT_LOWER,0.327,10,16.83,17.61,daily,97.96,nearest_support_gap_hi,25.025,True,True,17.33,17.33,0.58,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.33% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
NUAI,PRE_RECLAIM_WATCH,100.0,6.24,daily,log_regression,MID,0.651,1,4.85,5.06,weekly,89.74,upper,7.04,True,False,16.99,16.99,3.61,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | some bullish shelf support | high-genesis parent shelf | controlled pullback 16.99% from recent high | tagging reload level upper | room back to recent high,not_yet_reclaimed
MARA,PRE_RECLAIM_WATCH,100.0,14.06,daily,log_regression,AT_LOWER,0.321,4,8.96,9.5,daily,89.29,nearest_support_gap_hi,12.905,True,False,16.86,16.86,5.09,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.86% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed
TXN,ACTIVE_RECLAIM_WATCH,100.0,287.295,daily,log_regression,MID,0.365,27,236.405,260.31,daily,100.0,nearest_support_gap_hi,286.0,True,True,16.27,16.27,0.07,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.27% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
SMTC,ACTIVE_RECLAIM_WATCH,100.0,152.84,daily,log_regression,AT_UPPER,0.678,24,137.64,149.13,weekly,100.0,nearest_support_gap_hi,151.72,True,True,16.04,16.04,1.41,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.04% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
GOOGL,ACTIVE_RECLAIM_WATCH,100.0,352.4,daily,log_regression,AT_LOWER,0.22,20,259.92,264.815,weekly,96.92,nearest_support_gap_hi,339.46,True,True,15.95,15.95,1.57,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.95% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
GOOG,ACTIVE_RECLAIM_WATCH,100.0,350.7,daily,log_regression,AT_LOWER,0.221,21,260.51,265.36,weekly,96.67,nearest_support_gap_hi,337.66,True,True,15.33,15.33,0.13,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.33% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
WDC,ACTIVE_RECLAIM_WATCH,100.0,639.08,weekly,log_regression,MID,0.526,13,562.925,618.78,weekly,100.0,nearest_support_gap_hi,626.59,True,True,15.17,15.17,2.18,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.17% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
UMC,ACTIVE_RECLAIM_WATCH,100.0,26.47,daily,log_regression,AT_UPPER,0.914,16,18.22,21.03,weekly,100.0,nearest_support_gap_hi,25.72,True,True,15.04,15.04,6.69,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.04% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,
DLTR,ACTIVE_RECLAIM_WATCH,100.0,121.89,weekly,log_regression,MID,0.457,32,95.87,111.01,daily,100.0,nearest_support_gap_hi,121.5,True,True,13.96,13.96,0.03,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.96% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
ACHC,ACTIVE_RECLAIM_WATCH,100.0,26.6,daily,log_regression,AT_LOWER,0.311,14,17.39,20.305,daily,96.92,nearest_support_gap_hi,25.37,True,True,13.53,13.53,0.04,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.53% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
SNOW,PRE_RECLAIM_WATCH,100.0,251.785,1h,log_regression,OUTSIDE_UP,1.143,14,175.26,237.0,daily,100.0,nearest_support_gap_hi,250.96,True,False,13.19,13.19,0.58,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.19% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
TSLA,ACTIVE_RECLAIM_WATCH,100.0,401.745,weekly,log_regression,AT_LOWER,0.277,16,329.36,334.09,daily,93.62,nearest_support_gap_hi,400.65,True,True,12.86,12.86,0.43,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.86% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
RIVN,ACTIVE_RECLAIM_WATCH,100.0,16.4634,1h,log_regression,AT_LOWER,0.124,10,14.22,14.355,weekly,90.0,lower,16.13,True,True,12.67,12.67,0.5,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.67% from recent high | recent tag/reclaim of lower | room back to recent high,overhead_gap_too_close
SOFI,ACTIVE_RECLAIM_WATCH,100.0,17.915,weekly,log_regression,AT_LOWER,0.109,5,15.62,16.48,weekly,100.0,nearest_support_gap_hi,17.28,True,True,12.36,12.36,2.4,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.36% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
TOST,ACTIVE_RECLAIM_WATCH,100.0,27.775,weekly,gap_topology,AT_LOWER,0.006,17,27.08,27.45,weekly,96.49,nearest_support_gap_hi,27.45,True,True,11.79,11.79,0.25,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.79% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
DIS,PRE_RECLAIM_WATCH,100.0,99.1,1h,value_area,MID,0.509,9,95.795,98.1,daily,89.47,upper,99.67,True,False,11.48,11.48,0.18,OPTIONS_NOT_CHECKED,flat value-area support | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.48% from recent high | tagging reload level upper | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
INTC,PRE_RECLAIM_WATCH,100.0,127.23,daily,log_regression,AT_UPPER,0.748,6,107.04,113.52,daily,93.88,nearest_support_gap_hi,113.52,False,False,11.18,11.18,0.46,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.18% from recent high | room back to recent high,no_recent_reload_tag | overhead_gap_too_close
RIOT,PRE_RECLAIM_WATCH,100.0,27.64,daily,log_regression,MID,0.464,8,20.35,22.4,daily,100.0,nearest_support_gap_hi,24.6537,True,False,9.7,9.7,0.18,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.7% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
ANET,ACTIVE_RECLAIM_WATCH,100.0,164.08,weekly,log_regression,MID,0.596,19,133.64,143.0,daily,98.57,nearest_support_gap_hi,161.785,True,True,9.58,9.58,0.08,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.58% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
HWM,PRE_RECLAIM_WATCH,100.0,266.905,daily,log_regression,MID,0.459,25,243.03,250.72,daily,92.0,nearest_support_gap_hi,266.04,True,False,8.89,8.89,0.01,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.89% from recent high | tagging reload level nearest_support_gap_hi | room back to recent high,not_yet_reclaimed | overhead_gap_too_close
SLS,ACTIVE_RECLAIM_WATCH,100.0,13.89,daily,log_regression,OUTSIDE_UP,1.168,4,12.39,13.33,weekly,100.0,nearest_support_gap_hi,13.33,True,True,8.57,8.57,2.3,GAPS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.57% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
TNGX,ACTIVE_RECLAIM_WATCH,100.0,31.68,daily,log_regression,AT_UPPER,0.709,12,21.76,30.005,weekly,100.0,nearest_support_gap_hi,31.47,True,True,8.55,8.55,0.32,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.55% from recent high | recent tag/reclaim of nearest_support_gap_hi | room back to recent high,overhead_gap_too_close
ABSI,ACTIVE_RECLAIM_WATCH,100.0,11.125,daily,log_regression,OUTSIDE_UP,1.012,17,7.915,9.51,daily,100.0,upper,11.05,True,True,8.36,8.36,1.35,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.36% from recent high | recent tag/reclaim of upper | room back to recent high,overhead_gap_too_close
UBER,ACTIVE_RECLAIM_WATCH,100.0,75.3,weekly,log_regression,AT_LOWER,0.257,3,58.48,62.55,daily,100.0,nearest_support_gap_hi,72.17,True,True,7.34,7.34,0.21,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.34% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
HIMS,PRE_RECLAIM_WATCH,100.0,33.64,daily,log_regression,MID,0.613,9,15.74,23.215,weekly,100.0,nearest_support_gap_hi,29.98,True,False,6.99,6.99,0.27,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.99% from recent high | tagging reload level nearest_support_gap_hi,not_yet_reclaimed | overhead_gap_too_close
AMD,ACTIVE_RECLAIM_WATCH,100.0,526.24,daily,log_regression,AT_UPPER,0.928,7,355.26,409.49,daily,96.3,nearest_support_gap_hi,522.84,True,True,6.98,6.98,0.19,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.98% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
ASX,ACTIVE_RECLAIM_WATCH,100.0,41.64,daily,log_regression,MID,0.648,24,28.59,29.15,weekly,97.0,nearest_support_gap_hi,39.02,True,True,6.8,6.8,0.26,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.8% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
IEMG,ACTIVE_RECLAIM_WATCH,100.0,81.19,daily,log_regression,MID,0.475,34,70.33,74.14,daily,100.0,nearest_support_gap_hi,79.89,True,True,6.53,6.53,0.14,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.53% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
BFLY,ACTIVE_RECLAIM_WATCH,100.0,9.1299,weekly,log_regression,OUTSIDE_UP,1.121,8,5.74,7.21,daily,100.0,nearest_support_gap_hi,9.04,True,True,6.13,6.13,2.47,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.13% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
TSM,ACTIVE_RECLAIM_WATCH,100.0,449.535,daily,log_regression,MID,0.578,20,345.32,365.9,daily,96.97,nearest_support_gap_hi,441.1,True,True,6.06,6.06,0.07,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.06% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
OSCR,ACTIVE_RECLAIM_WATCH,100.0,28.99,1h,log_regression,AT_UPPER,0.959,15,20.98,22.25,daily,98.08,nearest_support_gap_hi,28.665,True,True,5.78,5.78,0.38,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | inside/near channel rails | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.78% from recent high | recent tag/reclaim of nearest_support_gap_hi,overhead_gap_too_close
